SA2,Dec 1999 median,Dec 2000 median,Dec 2001 median,Dec 2002 median,Dec 2003 median,Dec 2004 median,Dec 2005 median,Dec 2006 median,Dec 2007 median,Dec 2008 median,Dec 2009 median,Dec 2010 median,Dec 2011 median,Dec 2012 median,Dec 2013 median,Dec 2014 median,Dec 2015 median,Dec 2016 median,Dec 2017 median,Dec 2018 median,Dec 2019 median,Dec 2020 median,Dec 2021 median,Dec 2022 median,Dec 2023 median,Dec 2024 median,Dec 2025 median,Dec 2026 median
Essendon Airport,180.0,190.0,200.0,210.0,210.0,210.0,230.0,240.0,280.0,310.0,330.0,350.0,350.0,350.0,360.0,370.0,375.0,380.0,395.0,400.0,415.0,385.0,390.0,440.0,500.0,-1,-1,-1
Niddrie - Essendon West,180.0,190.0,200.0,210.0,210.0,210.0,230.0,240.0,280.0,310.0,330.0,350.0,350.0,350.0,360.0,370.0,375.0,380.0,395.0,400.0,415.0,385.0,390.0,440.0,500.0,-1,-1,-1
Strathmore,180.0,190.0,200.0,210.0,210.0,210.0,230.0,240.0,280.0,310.0,330.0,350.0,350.0,350.0,360.0,370.0,375.0,380.0,395.0,400.0,415.0,385.0,390.0,440.0,500.0,-1,-1,-1
Avondale Heights,180.0,190.0,200.0,210.0,210.0,210.0,230.0,240.0,280.0,310.0,330.0,350.0,350.0,350.0,360.0,370.0,375.0,380.0,395.0,400.0,415.0,385.0,390.0,440.0,500.0,-1,-1,-1
Keilor East,180.0,190.0,200.0,210.0,210.0,210.0,230.0,240.0,280.0,310.0,330.0,350.0,350.0,350.0,360.0,370.0,375.0,380.0,395.0,400.0,415.0,385.0,390.0,440.0,500.0,-1,-1,-1
Bacchus Marsh Surrounds,145.0,145.0,165.0,160.0,175.0,178.0,180.0,190.0,200.0,240.0,250.0,273.0,280.0,299.0,290.0,300.0,313.0,320.0,330.0,360.0,360.0,360.0,400.0,400.0,440.0,-1,-1,-1
Bacchus Marsh,145.0,145.0,165.0,160.0,175.0,178.0,180.0,190.0,200.0,240.0,250.0,273.0,280.0,299.0,290.0,300.0,313.0,320.0,330.0,360.0,360.0,360.0,400.0,400.0,440.0,-1,-1,-1
Castlemaine,125.0,130.0,140.0,150.0,160.0,175.0,183.0,190.0,200.0,220.0,220.0,260.0,270.0,283.0,290.0,295.0,300.0,310.0,325.0,323.0,340.0,375.0,400.0,423.0,460.0,-1,-1,-1
Glenelg (Vic.),120.0,125.0,140.0,150.0,160.0,180.0,180.0,180.0,190.0,200.0,250.0,260.0,270.0,250.0,260.0,270.0,280.0,300.0,283.0,300.0,340.0,363.0,360.0,400.0,410.0,-1,-1,-1
Southern Grampians,120.0,125.0,140.0,150.0,160.0,180.0,180.0,180.0,190.0,200.0,250.0,260.0,270.0,250.0,260.0,270.0,280.0,300.0,283.0,300.0,340.0,363.0,360.0,400.0,410.0,-1,-1,-1
Moyne - West,120.0,125.0,140.0,150.0,160.0,180.0,180.0,180.0,190.0,200.0,250.0,260.0,270.0,250.0,260.0,270.0,280.0,300.0,283.0,300.0,340.0,363.0,360.0,400.0,410.0,-1,-1,-1
Warrnambool - North,120.0,125.0,140.0,150.0,160.0,180.0,180.0,180.0,190.0,200.0,250.0,260.0,270.0,250.0,260.0,270.0,280.0,300.0,283.0,300.0,340.0,363.0,360.0,400.0,410.0,-1,-1,-1
Warrnambool - South,120.0,125.0,140.0,150.0,160.0,180.0,180.0,180.0,190.0,200.0,250.0,260.0,270.0,250.0,260.0,270.0,280.0,300.0,283.0,300.0,340.0,363.0,360.0,400.0,410.0,-1,-1,-1
Alexandra,120.0,125.0,130.0,140.0,150.0,170.0,170.0,170.0,200.0,210.0,213.0,225.0,235.0,245.0,250.0,270.0,263.0,280.0,290.0,290.0,300.0,318.0,340.0,370.0,393.0,-1,-1,-1
Euroa,120.0,125.0,130.0,140.0,150.0,170.0,170.0,170.0,200.0,210.0,213.0,225.0,235.0,245.0,250.0,270.0,263.0,280.0,290.0,290.0,300.0,318.0,340.0,370.0,393.0,-1,-1,-1
Mansfield (Vic.),120.0,125.0,130.0,140.0,150.0,170.0,170.0,170.0,200.0,210.0,213.0,225.0,235.0,245.0,250.0,270.0,263.0,280.0,290.0,290.0,300.0,318.0,340.0,370.0,393.0,-1,-1,-1
Kinglake,120.0,125.0,130.0,140.0,150.0,170.0,170.0,170.0,200.0,210.0,213.0,225.0,235.0,245.0,250.0,270.0,263.0,280.0,290.0,290.0,300.0,318.0,340.0,370.0,393.0,-1,-1,-1
St Arnaud,110.0,115.0,115.0,123.0,125.0,125.0,130.0,140.0,140.0,150.0,155.0,160.0,163.0,180.0,178.0,190.0,215.0,190.0,180.0,220.0,250.0,270.0,290.0,315.0,340.0,-1,-1,-1
Stawell,110.0,115.0,115.0,123.0,125.0,125.0,130.0,140.0,140.0,150.0,155.0,160.0,163.0,180.0,178.0,190.0,215.0,190.0,180.0,220.0,250.0,270.0,290.0,315.0,340.0,-1,-1,-1
Yarriambiack,110.0,115.0,115.0,123.0,125.0,125.0,130.0,140.0,140.0,150.0,155.0,160.0,163.0,180.0,178.0,190.0,215.0,190.0,180.0,220.0,250.0,270.0,290.0,315.0,340.0,-1,-1,-1
Foster,110.0,110.0,120.0,130.0,150.0,153.0,160.0,165.0,180.0,190.0,200.0,225.0,240.0,240.0,245.0,250.0,240.0,255.0,250.0,280.0,290.0,310.0,340.0,370.0,400.0,-1,-1,-1
Wilsons Promontory,110.0,110.0,120.0,130.0,150.0,153.0,160.0,165.0,180.0,190.0,200.0,225.0,240.0,240.0,245.0,250.0,240.0,255.0,250.0,280.0,290.0,310.0,340.0,370.0,400.0,-1,-1,-1
Churchill,110.0,110.0,120.0,130.0,150.0,153.0,160.0,165.0,180.0,190.0,200.0,225.0,240.0,240.0,245.0,250.0,240.0,255.0,250.0,280.0,290.0,310.0,340.0,370.0,400.0,-1,-1,-1
Hamilton (Vic.),110.0,100.0,110.0,100.0,140.0,170.0,180.0,185.0,180.0,180.0,200.0,200.0,230.0,210.0,220.0,230.0,230.0,220.0,240.0,240.0,260.0,280.0,305.0,310.0,340.0,-1,-1,-1
Armadale,210.0,230.0,240.0,250.0,250.0,260.0,261.0,285.0,325.0,350.0,380.0,390.0,400.0,400.0,400.0,420.0,420.0,440.0,460.0,470.0,485.0,425.0,410.0,485.0,580.0,-1,-1,-1
Prahran - Windsor,210.0,230.0,240.0,250.0,250.0,260.0,261.0,285.0,325.0,350.0,380.0,390.0,400.0,400.0,400.0,420.0,420.0,440.0,460.0,470.0,485.0,425.0,410.0,485.0,580.0,-1,-1,-1
Toorak,210.0,230.0,240.0,250.0,250.0,260.0,261.0,285.0,325.0,350.0,380.0,390.0,400.0,400.0,400.0,420.0,420.0,440.0,460.0,470.0,485.0,425.0,410.0,485.0,580.0,-1,-1,-1
South Yarra - North,210.0,230.0,240.0,250.0,250.0,260.0,261.0,285.0,325.0,350.0,380.0,390.0,400.0,400.0,400.0,420.0,420.0,440.0,460.0,470.0,485.0,425.0,410.0,485.0,580.0,-1,-1,-1
South Yarra - South,210.0,230.0,240.0,250.0,250.0,260.0,261.0,285.0,325.0,350.0,380.0,390.0,400.0,400.0,400.0,420.0,420.0,440.0,460.0,470.0,485.0,425.0,410.0,485.0,580.0,-1,-1,-1
Malvern - Glen Iris,210.0,230.0,240.0,250.0,250.0,260.0,261.0,285.0,325.0,350.0,380.0,390.0,400.0,400.0,400.0,420.0,420.0,440.0,460.0,470.0,485.0,425.0,410.0,485.0,580.0,-1,-1,-1
Malvern East,210.0,230.0,240.0,250.0,250.0,260.0,261.0,285.0,325.0,350.0,380.0,390.0,400.0,400.0,400.0,420.0,420.0,440.0,460.0,470.0,485.0,425.0,410.0,485.0,580.0,-1,-1,-1
Winchelsea,150.0,165.0,170.0,210.0,210.0,220.0,250.0,260.0,280.0,300.0,330.0,360.0,400.0,380.0,375.0,400.0,410.0,450.0,450.0,465.0,450.0,470.0,500.0,540.0,525.0,-1,-1,-1
Lorne - Anglesea,150.0,165.0,170.0,210.0,210.0,220.0,250.0,260.0,280.0,300.0,330.0,360.0,400.0,380.0,375.0,400.0,410.0,450.0,450.0,465.0,450.0,470.0,500.0,540.0,525.0,-1,-1,-1
Torquay,150.0,165.0,170.0,210.0,210.0,220.0,250.0,260.0,280.0,300.0,330.0,360.0,400.0,380.0,375.0,400.0,410.0,450.0,450.0,465.0,450.0,470.0,500.0,540.0,525.0,-1,-1,-1
Robinvale,125.0,140.0,140.0,150.0,155.0,165.0,160.0,170.0,180.0,180.0,190.0,207.0,200.0,215.0,220.0,230.0,220.0,230.0,240.0,240.0,270.0,300.0,303.0,320.0,390.0,-1,-1,-1
Swan Hill,125.0,140.0,140.0,150.0,155.0,165.0,160.0,170.0,180.0,180.0,190.0,207.0,200.0,215.0,220.0,230.0,220.0,230.0,240.0,240.0,270.0,300.0,303.0,320.0,390.0,-1,-1,-1
Towong,125.0,91.0,100.0,130.0,128.0,135.0,130.0,130.0,140.0,160.0,175.0,153.0,180.0,188.0,195.0,210.0,220.0,230.0,250.0,220.0,255.0,280.0,300.0,340.0,350.0,-1,-1,-1
Wangaratta,125.0,130.0,140.0,140.0,155.0,155.0,170.0,175.0,190.0,190.0,210.0,200.0,220.0,240.0,238.0,240.0,260.0,270.0,263.0,275.0,300.0,320.0,360.0,380.0,400.0,-1,-1,-1
Wangaratta Surrounds,125.0,130.0,140.0,140.0,155.0,155.0,170.0,175.0,190.0,190.0,210.0,200.0,220.0,240.0,238.0,240.0,260.0,270.0,263.0,275.0,300.0,320.0,360.0,380.0,400.0,-1,-1,-1
Alps - West,110.0,120.0,120.0,125.0,140.0,140.0,150.0,160.0,170.0,195.0,200.0,215.0,225.0,230.0,240.0,250.0,250.0,255.0,260.0,270.0,280.0,300.0,360.0,385.0,400.0,-1,-1,-1
Maffra,110.0,120.0,120.0,125.0,140.0,140.0,150.0,160.0,170.0,195.0,200.0,215.0,225.0,230.0,240.0,250.0,250.0,255.0,260.0,270.0,280.0,300.0,360.0,385.0,400.0,-1,-1,-1
Rosedale,110.0,120.0,120.0,125.0,140.0,140.0,150.0,160.0,170.0,195.0,200.0,215.0,225.0,230.0,240.0,250.0,250.0,255.0,260.0,270.0,280.0,300.0,360.0,385.0,400.0,-1,-1,-1
Sale,110.0,120.0,120.0,125.0,140.0,140.0,150.0,160.0,170.0,195.0,200.0,215.0,225.0,230.0,240.0,250.0,250.0,255.0,260.0,270.0,280.0,300.0,360.0,385.0,400.0,-1,-1,-1
Yarram,110.0,120.0,120.0,125.0,140.0,140.0,150.0,160.0,170.0,195.0,200.0,215.0,225.0,230.0,240.0,250.0,250.0,255.0,260.0,270.0,280.0,300.0,360.0,385.0,400.0,-1,-1,-1
Blackburn,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Blackburn South,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Box Hill,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Box Hill North,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Burwood (Vic.),190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Burwood East,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Surrey Hills (East) - Mont Albert,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Forest Hill,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Mitcham (Vic.),190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Vermont South,190.0,195.0,215.0,220.0,230.0,235.0,245.0,260.0,300.0,335.0,350.0,360.0,375.0,370.0,381.0,395.0,400.0,400.0,430.0,450.0,450.0,410.0,425.0,475.0,550.0,-1,-1,-1
Bundoora - North,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Bundoora - West,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Mill Park - North,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Mill Park - South,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Thomastown,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Whittlesea,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Epping - East,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Epping - South,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Epping (Vic.) - West,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
South Morang - North,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
South Morang - South,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Wollert,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Doreen - North,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Doreen - South,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Lalor - East,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Lalor - West,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Mernda - North,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
Mernda - South,170.0,180.0,185.0,193.0,200.0,205.0,215.0,220.0,255.0,290.0,300.0,320.0,330.0,320.0,325.0,330.0,340.0,350.0,360.0,375.0,380.0,380.0,395.0,420.0,500.0,-1,-1,-1
West Wodonga,150.0,150.0,155.0,165.0,190.0,190.0,203.0,224.0,230.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,300.0,300.0,330.0,340.0,350.0,390.0,425.0,450.0,-1,-1,-1
Baranduda - Leneva,150.0,150.0,155.0,165.0,190.0,190.0,203.0,224.0,230.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,300.0,300.0,330.0,340.0,350.0,390.0,425.0,450.0,-1,-1,-1
Wodonga,150.0,150.0,155.0,165.0,190.0,190.0,203.0,224.0,230.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,300.0,300.0,330.0,340.0,350.0,390.0,425.0,450.0,-1,-1,-1
Hoppers Crossing - North,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Hoppers Crossing - South,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Werribee - South,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Point Cook - East,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Point Cook - South,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Werribee - East,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Werribee - West,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Manor Lakes - Quandong,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Point Cook - North East,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Point Cook - North West,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Tarneit (West) - Mount Cottrell,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Tarneit - Central,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Tarneit - North,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Tarneit - South,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Truganina - North,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Truganina - South East,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Truganina - South West,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Wyndham Vale - North,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Wyndham Vale - South,165.0,170.0,175.0,180.0,185.0,190.0,200.0,215.0,240.0,280.0,280.0,295.0,300.0,300.0,310.0,320.0,340.0,350.0,370.0,380.0,380.0,370.0,370.0,410.0,480.0,-1,-1,-1
Abbotsford,232.0,260.0,270.0,270.0,270.0,270.0,295.0,320.0,350.0,400.0,400.0,415.0,440.0,450.0,450.0,450.0,450.0,460.0,485.0,515.0,518.0,460.0,451.0,550.0,620.0,-1,-1,-1
Collingwood,232.0,260.0,270.0,270.0,270.0,270.0,295.0,320.0,350.0,400.0,400.0,415.0,440.0,450.0,450.0,450.0,450.0,460.0,485.0,515.0,518.0,460.0,451.0,550.0,620.0,-1,-1,-1
Fitzroy,232.0,260.0,270.0,270.0,270.0,270.0,295.0,320.0,350.0,400.0,400.0,415.0,440.0,450.0,450.0,450.0,450.0,460.0,485.0,515.0,518.0,460.0,451.0,550.0,620.0,-1,-1,-1
Fitzroy North,232.0,260.0,270.0,270.0,270.0,270.0,295.0,320.0,350.0,400.0,400.0,415.0,440.0,450.0,450.0,450.0,450.0,460.0,485.0,515.0,518.0,460.0,451.0,550.0,620.0,-1,-1,-1
Clifton Hill - Alphington,232.0,260.0,270.0,270.0,270.0,270.0,295.0,320.0,350.0,400.0,400.0,415.0,440.0,450.0,450.0,450.0,450.0,460.0,485.0,515.0,518.0,460.0,451.0,550.0,620.0,-1,-1,-1
Richmond (South) - Cremorne,232.0,260.0,270.0,270.0,270.0,270.0,295.0,320.0,350.0,400.0,400.0,415.0,440.0,450.0,450.0,450.0,450.0,460.0,485.0,515.0,518.0,460.0,451.0,550.0,620.0,-1,-1,-1
Richmond - North,232.0,260.0,270.0,270.0,270.0,270.0,295.0,320.0,350.0,400.0,400.0,415.0,440.0,450.0,450.0,450.0,450.0,460.0,485.0,515.0,518.0,460.0,451.0,550.0,620.0,-1,-1,-1
Upper Yarra Valley,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Chirnside Park,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Healesville - Yarra Glen,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Kilsyth,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Lilydale - Coldstream,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Monbulk - Silvan,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Montrose,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Mooroolbark,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Mount Dandenong - Olinda,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Mount Evelyn,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Upwey - Tecoma,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Wandin - Seville,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
Yarra Valley,160.0,165.0,175.0,185.0,195.0,200.0,210.0,220.0,250.0,285.0,300.0,330.0,330.0,330.0,350.0,350.0,360.0,370.0,390.0,400.0,400.0,415.0,450.0,480.0,523.0,-1,-1,-1
